Nama Pengulas,Ulasan,Rating
Shoppa Holic,"Toilet panas, gk ada tisu, sabun cuci tangan juga gk dikasih, lantai dua juga gk dikasih nyalain ac ama lampu dimatiin, kalo gk mampu bayar cost buka cafe di ruko mending jualan pake gerobak aja keliling oke bos edward Lainnya",1 bintang
Berry Febriadi,"Parah pelayanan kaum gen z di kopken ini,
Bukannya pelayanan di nomor 1 kan tp malah ngoprek"" cucian yg lama bner.. kek sengaja ga mau ngelayanin pdahal ada 3 org kryawannya Lainnya",1 bintang
Muti andini,Kenangan milk teanya masih enakan di shell kedoya atau palmerah kitchen. Di sini hambar padahal pesan normal sugar. Rasa susunya jg tidak berasa. Tolong ditingkatkan lagi soalnya saya penggemar kenangan milk tea dan outletnya dekat dari rumah huhu Lainnya,3 bintang
chandra wijaya,"Enak utk nongkrong
Makanan: 5
Layanan:…
Lainnya",5 bintang
Kenny,"enak dan kopi nya juga josss
Makanan: 5…
Lainnya",5 bintang
Poncol 555,"Resto bener2.udh tau orderan ramen.malah sendirian yg kerja.buang2 waktu doang... goblok..
Suasana:…
Lainnya",1 bintang
Intan Eliza,Toko sudah buka tapi tidak melayanin 👎👎👎👎 …,1 bintang
jenni samosir,"WC bauk Pesing, nggak ada dibersihkan🙏 …
Makanan: 5…
Lainnya",1 bintang
Putri kholifah Maasah,"Mba mbanya gak ramah jutek ,belum waktunya closing udah di usir duluan padahal baru jam 9.20
Jenis pe…
Lainnya",2 bintang
M. Lukman Hakim,"Terlalu lama Menunggunya
Layanan: 1…
Lainnya",1 bintang
Babe Yoga,"Tidak terlalu ramai, pelayan cepat, tempat bersih
Jenis pesanan
Makan di…
Lainnya",5 bintang
Olle Saputra,"Buruk pelayanan nya, lama. Harus nya di tambah karyawan nya
Jenis pesanan…
Lainnya",1 bintang
Keanu Rahardja,"Pelayanan cepat dan ramah
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
gita apriyanti,"pelayanan nya kurang,",1 bintang
Pipit Safitri,Pelayanan nya kurang,1 bintang
Putri Alicia,"Cocok buat nongkrong sambil ngopi"" cantik😋🥰. Recommended …
Makanan: 5…
Lainnya",4 bintang
Sutan Abdillah,"Tempatnya dingin banget
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Era Fazira,"Baristanya cakep jadi pengen nafkahin☺️
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Ryuri,"GOKILNYA MANA GOKILNYAA🔥🔥 …
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Zahra Zahra,"minuman n makanannya enakk,ac nya dinginn cocok buat nongkrong bareng temen atau pasangan
Makanan:…
Lainnya",5 bintang
Kambing Conge,tempat nya enak buat nongkrong bareng temen atau pacar makanan & minuman nya oke banget & pegawai nya ramah dan sopan banget Lainnya,5 bintang
Tjahjadi Gunawan,"Tempat ini terus menerus melakukan improvement, menuju better condition Dari awal buka hingga hari ini pun masih melakukan improvement, walaupun ada kekurangan dari jumlah ketersediaan pegawai disaat jam sibuk sehingga order delay lama, itu yang perlu diperbaiki dengan pengaturan waktu yang baik. Lainnya",5 bintang
Muhammad Roihan,"Gokil nongs dimari
Makanan: 5
Layanan:…
Lainnya",5 bintang
Aditya Anwar,"Tempat nya enak buat nongkrong dan ngobrol2 bareng teman serta pelayanan nya juga bagus good 👍 …
Jenis…
Lainnya",5 bintang
Dharma Gunawan,"Mantep banget pelayanan ramah
Makanan: 5…
Lainnya",5 bintang
Test Email,"- letaknya strategis
- parkir motor bayar 2000
- ruko nya 2 lantai (atas ada non smoking dan luar smoking area) … Lainnya",5 bintang
Hengki Phang,"Tolong apapun yang ada disini perbaiki saya sebagai customer walaupun belanja murah jujur kecewa.
1. Berisik banget anjirr ketok ketok meja tiap saat, gw mau meeting online sampe … Lainnya",1 bintang
So Lit,"Lampunya redup kuning banget, lt dua gelap, kran nya kotor putih², toiletnya kotor
Layanan: 5…
Lainnya",1 bintang
Insaghi Christian,"Semua staff nya humble & very helpful, thank u kak della 👍🏻 …
Jenis pesanan…
Lainnya",5 bintang
Yuri Joe,"Kopinya enak....pelayanan ya standard coz I'm not king anymore.
Yg penting bayar, kopi dibikin. Liat2 sikon aja, klo baristanya sibuk ya bisa lama. … Lainnya",5 bintang
erna aje,"Pelayanan sangat bagus
Makanan: 5
Layanan:…
Lainnya",5 bintang
Ririk Andriyani,Karyawannya sangat baik. Membantu disaat banyak driver yang tidak mau ambil pesanan.. Rasa kopinya enak.. sukses terus ya Lainnya,5 bintang
Hilda alviana,"Cukup nyaman dan hangat untuk bekerja.
Makanan: 5…
Lainnya",5 bintang
Herman,Terletak di antara dua kedai kopi terkenal (Aming dan Arah).,5 bintang
Kathy White,"Suka sekali!!! Salah satu kopi favoritku!
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Fadil,"Bagus 👍 …
Makanan: 4
Layanan:…
Lainnya",5 bintang
Muhamad Ihsan Nurzaman,"Kelas
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Taufiq Riyadhi Chainda,,5 bintang
rinaldy ashary,,5 bintang
shahrul ramadhana,,5 bintang
Azariah Bridges,,5 bintang
Naufal Fikri Novra,,5 bintang
Zikry Z,,5 bintang
Kalam Azhar,,5 bintang
Dewi Safitri,,5 bintang
nowyou seeme,,5 bintang
HAIDAR GANS,,5 bintang
Eko Herliyanto,,5 bintang
Dimas Tito,,5 bintang
Nadiel Haidar88@gmail.com Nadiel Haidar88@gmail.com,,5 bintang
Putra Indra,terrrrrrrrr terbaiktttttt,5 bintang
Chrisco Siauw,,5 bintang
Kamal Firdaus,,5 bintang
Ilyas Wijaya Putra,,5 bintang
KING QUEEN,,5 bintang
Sandra Dewi,,5 bintang
Eddy Kurniawan,,5 bintang
Aldie Febry,,5 bintang
Ahmad Zakaria,,5 bintang
Della Ayu Martiani,,5 bintang
Tiara Sasi R,,5 bintang
Nadya Nuril M,,5 bintang
Sarah Aini,,5 bintang
Ima Maulida,,5 bintang
Daffa Arif,"sangat kuat, sangat oke, nongs dimarii
Makanan: 5…
Lainnya",5 bintang
Deddy Gozal,,5 bintang
chand promotion,,5 bintang
adinda nurhaliza,,5 bintang
Dhani Dmj,,5 bintang
Zulkifli Zulkifli,,5 bintang
Aida Ridia Sungkar,,5 bintang
Dhany Aldiansyah,,5 bintang
Abdurrahman Asgaf,,5 bintang
