Nama Pengulas,Ulasan,Rating
Sylvi Ana Devi,"ada 3 lantai, toilet lantai 2, ada indoor + outdoor. indoor banyak banget, outdoor terbatas. parkir lega (tapi agak sulit untuk mobil). harga bervariasi ya kalau bisa download aplikasi kopken. kasirnya lumayan sempit yaa jadi kalau menunggu … Lainnya",5 bintang
Priscilla Wen,"Tukar vc tiktok, QR di scan lalu kasir print QR minta di scan dgn google di redeem via WA.
Gw tanya wifi tp kasir malah kasih sobekan struk org lain yg tertera username & … Lainnya",3 bintang
SO,"Tempatnya nyaman, ada wifi ada stop kontak, minuman juga oke standar kopi kenangan. Staff yang cewe nya kayanya kurang tau soal sistem promo app tiktok/qpon dibanding yang cowo, dan staff cowonya lebih ramah juga dibanding yang cewe. Lainnya",5 bintang
boy_suckers@yahoo.com Belo,"Gila barista ada 2 pesanan rame yg kerja cuma 1,15mnt nunggu blm jadi online dimane otaknye? Malah di dalam ruangan itu orang Lainnya",1 bintang
Marissa septiana,"Tolong ya kopi kenangan ruko krendang tukang parkirnya gapunya sopan santun ke customer, padahal beli kopi cuma 10 menit ga nongkrong dikatain GAYA DOANG padahal yang beli disitu ga semua pakai uang cash, bikin customer risih tukang … Lainnya",1 bintang
chad lvn,"Suasananya warm, free wifi, barista ramah dan gercep, untuk rasa so so (tidak konsisten untuk americano) sesuai harga ya. Untuk WFC sangat cocok karena ada 3 lantai ya. Minusnya parkiran mobil tidak memadai, wc hanya 1. Lainnya",5 bintang
Lang ShopeeFood,"Tersedia parkir motor mobil luas tersedia tempat duduk di dalam (AC) tersedia tempat duduk di luar, hanya saja jalan nya berlobang lobang kurang kayak jalan nya,posisi ruko, parkir masih manual di jaga tukang parkir,ramai kalo weekend hingga tengah malam",5 bintang
Rezchita Allya,"pelayanan sangat buruk,mau redeem voucher tidak bisa dan tidak diarahkan dengan baik. lain kali kalo emang outletnya tidak tersedia,seenggaknya pelayanannya jangan buruk! untuk pelayanan disiang hari ini jam 2",1 bintang
Tri Susilawati,beli harini jam 18.26 dikopken ini kenapa ya mba barista yang cewe jutek bgt buseh mana kopi bikinannya gaenak dih sebel. udah langganan kopken baru ini kecewa. Lainnya,1 bintang
deus biru,"Kopi nya enak staff nya ramah best lah pokoknya, untuk staff yang nama nya opick 'kalo gasalah' senyum terus yaaa Lainnya",5 bintang
Jumadi Arif,"barista nya ramah , tempat nongs gaskeunnn bolo
Jenis pesanan
Makan di t…
Lainnya",5 bintang
Christian Gada,Kopi kenangan dengan tempat yg paling Fine. Pelayanan yg Excellent. Kebersihan yg selalu terjaga. Terbaik dari semua kopi kenangan yg lain. Hanya 1 minus nya. Parents suka bawa anak ke sini. Jadi agak bising kalau mau buat kerja. Lainnya,5 bintang
Firdha Ilyas Paturusi,"jam 16.00 tadi, pelayanan staff yang bekerja cukup baik karna menawarkan es batu untuk tumbler saya saat saya memesan air mineral yang dingin namun tidak ada yang dingin. Lainnya",5 bintang
Redy apriyansyah,"Pelayanan lama, saya nunggu satu jam lebih 2 menit, full berdiri gada tempat duduk yang kosong, udah mana sempit tempatnya Lainnya",1 bintang
Vyonnn,"Beli di grab food, kopinya tidak enak dan terlalu hitam air kopinya.",2 bintang
Sara Lim,"Tempat nya nyaman banget, pelayanan ramah dan peka. Pake aplikasi banyak banget promonya.
Sayangnya sinyal di dalam ruangan lt2 tidak begitu baik, aplikasi beberapa kali menjadi lemot hilang koneksi saat ingin transaksi. Lainnya",5 bintang
Ferdy FW,"Tempatnya nyaman, ada 3 lantai
Acnya dingin poll
Jenis pesanan
Makan di …
Lainnya",5 bintang
Andri Prasetio,2x saya datang kemari untuk klaim voucher dari tiktok dan ga bisa. Padahal di kenangan tmpt lain aman2 aja. Kopi kenangan jembatan lima payahhhhhhh Lainnya,1 bintang
Lia Putri Agustin,"Sering datang ke sini karena dekat kantor. Overall bagus, ya kadang kalau lagi ramai emang agak lama. Lainnya",5 bintang
Yenny Brilliant,"Kerameannn jadi lama nunggu nya mas cuma 1 yg antri banyakkkk
Makanan: 4…
Lainnya",3 bintang
Vivien Lee,"toiletnya kotor & bau, terus tempat sampah toiletnya full :(",5 bintang
Alvito Dinova,"americano juwara beans nya cocok buat jadi temen main game
Jenis pesanan…
Lainnya",5 bintang
kresna bagus derengga,"pelayanan bagus kopi best on the world. gatdemm
Makanan: 5…
Lainnya",5 bintang
A2 Muhammad Ramadhan,"pelayanan bagus, buat barista an rio, ayo ps
Makanan: 5…
Lainnya",5 bintang
Siti Rohayati,"Pelayanan lama, tempat nya juga sempitt
Layanan: 1…
Lainnya",1 bintang
NayyaSp20,"Karyawan lelett, tambah lagi lah karyawan nya
Layanan: 1…
Lainnya",1 bintang
Aletta Aqeela Aziz,"Huhuhuhu susah parkiran nya ...
Makanan: 5…
Lainnya",3 bintang
ridwan satria,"Salah satu tempat kopi yang nyaman dan harganya cocok di kantong
Jenis pesanan…
Lainnya",5 bintang
Zahra Aulia Ramadhani,"kopi kenangan termanteppp ini mahhh
Makanan: 5…
Lainnya",5 bintang
Fajar,love bang opik,5 bintang
Vico liurenso,"First time di sini bagus banget, tempatnya adem dan pelayanan nya ramah ramah. Pokoknya rekomen banget kopi kenangan di sini Lainnya",5 bintang
GIANT 02,"Minuman nya enak, first time kesini enak
Makanan: 5…
Lainnya",5 bintang
sabrina audreylia01,"tempatnya nyaman dan dinginn, pelayanannya juga baguss
Makanan: 5…
Lainnya",5 bintang
ferlina dian19,"tempat nya nyaman, dingin, pelayanan nya bagus
Makanan: 5…
Lainnya",5 bintang
Klaudia Jesisca,"tolong banget toiletnya rutin untuk dibersihin, jorok banget, kotor, becek, bau.
Makanan: 5…
Lainnya",2 bintang
Satria Samudra,"tempat nyaman adem
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Felicia Gabriella,"Perfekk, bagus, tempatnya selalualways ramai dan rasanya konsisten",5 bintang
hajeelnuts,"tempatnya cozy banget, enak buat nongkrong, nugas, dll.
Jenis pesanan
Ma…
Lainnya",5 bintang
Anggi Putri,"KOPKENNYA ENAK TEMPATNYA, DINGIN, NYAMAN BUAT BELAJAR DAN NGOBROL POKOKNYA THE BEST
Jenis pesanan…
Lainnya",5 bintang
Fakhira putri,"first experience di Kopi Kenangan ☕
baristanya ramah dan pelayanannya cepat. tempatnya juga nyaman dan bersih. untuk rasa kopinya enak, creamy, manisnya pas, dan aroma kopinya kerasa banget. overall puas dan mau beli lagi 😋 … Lainnya",5 bintang
Gendhis hira,"senang seru enak tempatnya, kakanya baristanya cantikk
Makanan: 5…
Lainnya",5 bintang
zaskia ramadhani,"suasanya adem ayem,dan pelayannya canti dan gantenk,masyaallah,pokoknya bintang 100/10
Jenis pesanan…
Lainnya",5 bintang
Rima Danti,"Bagus untuk nongkrong bareng temen 👍🏻 …
Makanan: 5…
Lainnya",5 bintang
Earlene Fredelina,"minumannya enak
Makanan: 5
Layanan:…
Lainnya",5 bintang
Nur Aisyah,"pelayanannya ramah banget
Makanan: 5…
Lainnya",5 bintang
Angga Refi wibowo,"kopinya enak, tempatnya nyaman, dan bersih
Makanan: 5…
Lainnya",5 bintang
Farisa Nursadrina,"baristanya ramah”, tempatnya nyamann ,good dehhh
Makanan: 5…
Lainnya",5 bintang
Indriyani,"tempat ngopi tercozyy parahhhh all good gabisa berword word deh worthit sekalii❤️❤️❤️
Makanan:…
Lainnya",5 bintang
Larasati Deysii2330,"layanan bagusss, mas""nya gantengg
Makanan: 5…
Lainnya",5 bintang
Sahilla,"tempatnya nyaman, kopinya enak, baristanya ramah banget
Makanan: 5…
Lainnya",5 bintang
Perang Rawa,"Kopi nya enak
Makanan: 5
Layanan:…
Lainnya",5 bintang
renita putri,"tempatnya nyaman buat main & nugas sama temen
Makanan: 5…
Lainnya",5 bintang
Rochmuliati Mus,"karyawannya pada lemot,lebay,kasirnya conge,karyawannya banyak gaya
Jenis pesanan…
Lainnya",1 bintang
Nuri Fitriah,"Enak nyaman utk ngerjain kerjaan & utk nyusun materi PP utk adek2 PMR, nyaman karena ga harus terlalu buru2 karna outletnya buka 24 jam Lainnya",5 bintang
Nazwa Agustina,"Nyaman banget, pelayanan nya ramah",5 bintang
Tia Pratiwi,"tempat nongkrong yg bikin nyaman sampe 24jam
Makanan: 5…
Lainnya",5 bintang
Billy Setia,"Tempat nya asik dan dingin
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Salsaa Biila,"tempatnya nyaman baristanya ramah ramah
Makanan: 5…
Lainnya",5 bintang
Fifih Hanita,"tempatnya nyaman bagus
Makanan: 5
Layanan:…
Lainnya",5 bintang
Suhan Danur,"tempatnya bikin nyaman, pelayanan nyaa baik dan ramah
Jenis pesanan
Maka…
Lainnya",5 bintang
Aulia Fitri,"Bagus tempat ny sampai lantai 4 ,rasa kopinya juga nikmat cocok buat kerja yg dluar
Jenis pesanan…
Lainnya",5 bintang
aisha shey,"enak
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
putrii febbrii,"enakkk
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Mina Sarasvati,"enak
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Gareth Neoh,"baik sekali, pelayanan nya baik
Makanan: 5…
Lainnya",5 bintang
Tio Sinaga,"Barista nya mirip Justin Bieber
Makanan: 5…
Lainnya",5 bintang
M.raidan akbar Raidan,"Tempatnya nyaman karyawannya ramah dan asik, seruuuu, enak buat orang yang jenuh di rumah.
Jenis pesa…
Lainnya",5 bintang
hnzx kece,"tempatnya nyaman, karyawan nya asik, ramah, ganteng &cantik, seruuuuuuuu
Jenis pesanan…
Lainnya",5 bintang
hnzx stecu,"tempatnya nyaman, karyawan nya asik, ganteng
Makanan: 5…
Lainnya",5 bintang
Agnes Herlina,Barista ramah dan tempatnya nyaman,5 bintang
yuri yurai,"barista oke semua, asik dahh... tempatnya cozy weeee...
Makanan: 5…
Lainnya",5 bintang
Makan Bareng Yuk,"Staffnya ramah, parkiran motor luas, tempat luas dan cukup bersih, toilet cukup terawat, banyak meja tersedia disertai dengan saklar di hampir setiap meja. Di sini ada 3 lantai, ac dingin, buka 24 jam. Utk kerja wfc sangat bisa, wifi … Lainnya",5 bintang
Andhika Akbar,"Baristanya ngobrol terlalu kencang & berisik kyk dirumah sendiri, customer kalah suaranya.
Jenis pesa…
Lainnya",4 bintang
Vito limo gramadio,"enak dan sangat nyaman
Makanan: 5
Layanan:…
Lainnya",5 bintang
mido fijar satrio,"pelayanannya ramah, tempatnya bersih
Makanan: 5…
Lainnya",5 bintang
Rio Irawan,"barista nya baik baik , pelayanan bagus
Makanan: 5…
Lainnya",5 bintang
Sita Agustin,"tempatny nyaman dan bersih, kaka kaka batistanya juga baik baik dan ramah",5 bintang
Zul Fadly,"Pelayananya bagus
Tempatnya nyaman dan bersih
Makanan: 5…
Lainnya",5 bintang
Marcella Cella,"enak banget , suka",5 bintang
Denada Mahena,"tempat enak, adem, bersih, kopi nya juga enak",5 bintang
Alfian Syaputra,"Mantap toko nya bersih , kaca nya bening
Makanan: 5…
Lainnya",5 bintang
Azumi Tanjung,baguss baik dan rapihh,5 bintang
Ali,"👍 …
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Jekson Napitupulu,"Karyawan penerima pesanan mengacuhkan
customer yang sudah lama menunggu untuk memesan, malah mengobrol.
18 april 01.52 am Lainnya",3 bintang
Rudiyanto FG,"Ambil paket kopi disini harus bawa kantong plastik sendiri.
Jenis pesanan…
Lainnya",1 bintang
Peri Irawan,"Cocok untuk santai
Makanan: 5
Layanan:…
Lainnya",5 bintang
Muhammad Riandy,"Dua kali beli croissant di outlet ini tapi gapernah hangat/panas, keras juga. pas minta tolong dipanasin dulu bilangnya uda dipanasin. pernah di outlet lain selalu hangat/panas deh dan ga keras",1 bintang
Fendi,Parah banget udah sering beli disni karna dekat sama rumah juga 3x spanish lattenya gagal cuma rasa susu yang buat baristanya rada bantet gagal mulu pas itu komplain sana yang kurus karna udah tuker shift akhirnya ditambahin kopi sama dia … Lainnya,1 bintang
Jocelyn Henry,"nyaman banget sebenernya buat nongkrong. tp tolong dong barista, klo stel lagu jangan gede². buat ngobrol aja ketutup suara saya. sama kebersihan toilet tolong diperhatikan Lainnya",4 bintang
Mohammad Supriyanto,"Tempat-tempat yang direkomendasikan dengan pelayanan yang baik.
Makanan: 5…
Lainnya",5 bintang
anggit dm,"Bagus
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Muhamad Taufik,"KELAZZZ
Makanan: 5
Layanan: …
Lainnya",5 bintang
Yoga anggit_ gg,"Secara keseluruhan bagus.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Erty Lie,,5 bintang
Eva lia Larasati,,5 bintang
