Nama Pengulas,Ulasan,Rating
Ery Budi,"Beli kopi americano 1 L no sugar rasanya sama aroma kaya spirtus
Makanan: 1…
Lainnya",1 bintang
Ria Fadilah,"Selalu nomor 1 kopi ini dalam daftar minuman
Makanan: 5…
Lainnya",5 bintang
Rizal nur syamsi,"untuk pesanan online mohon diperhatikan, driver nungguin lama.
Layanan: 1",1 bintang
NASh,"Sesuai standar kopi kenangan.
Ada tempat parkir dan kang parkir
Makanan: 5…
Lainnya",5 bintang
Ammy Laksono,"Suasananya nyaman dan pelayanan nya ramah, Wifi kenceng hehehhe
Makanan: 5…
Lainnya",5 bintang
Dimas Chavedi,"Lelet lambat crewnya, tolong owner ganti crew yg lebih niat lagi kerjanya
Layanan: 1",1 bintang
yasser AU,"Lokasi di jl ceger raya, pondok aren, tangsel.
Tarif per orang
Rp 25–50 …
Lainnya",5 bintang
Errend,Lelet banget pelayannya..,1 bintang
Azis Toing,"Kopi enak, thai teanya wnak bingit bikin mood bagus",5 bintang
adeng muiz,"Untuk janji temu wilayah pondok aren cocok bngt
Jenis pesanan
Makan di t…
Lainnya",4 bintang
Nurul Diniyah,"Mba² di sana galak² jutek bangettttt
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Unggul Prabowo,"Mantap
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
rom wnugroho,"Suka banget dengan kopi kenangan mantan no sugar & latte kopi kenangan.
Jenis pesanan…
Lainnya",4 bintang
Asep Saripudin,"Tempat nya enak buat santai2 petugasnya baik2
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
YourSweetMemories,"Colokan buat ngcharge kurang niii
Jenis pesanan
Makan di tempat…
Lainnya",4 bintang
Via Farrel,"Tempat kegabutan buat saya dan temen saya😀 …
Jenis pesanan
Makan di tempa…
Lainnya",5 bintang
Imam subhi,"Parkir liar hati hati.
Makanan: 5
Layanan:…
Lainnya",1 bintang
irfan nasution,"Tempat nya Aman Nyaman dan Asik
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
amelia dhaniswara,"Pelayanan oke
Makanan: 5
Layanan:…
Lainnya",5 bintang
Aghi Wirawan,"Tutup jam 22.45
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Salsabila Rhaudiya,"Bagus pelayanan cepattt
Makanan: 5…
Lainnya",5 bintang
Prily Nuraini,"Pelayanan cepat
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Haris Poncol,"Alhamdulillah
Makanan: 5
Layanan:…
Lainnya",5 bintang
예—슬,"okee buat nongki deh
Makanan: 5
Layanan:…
Lainnya",5 bintang
Leo Suryo,,4 bintang
Ananda Fahrizal Putri,"Karyawan ramah. Makanan dan minuman enak. Besttt
Makanan: 5…
Lainnya",5 bintang
Muhamad Rezha,"Lokasi strategis , parkir luas, pelayanan oke, barista ramah, rasa konsisten, pokoknya langganan di ruko Ceger best bgtttt Lainnya",5 bintang
Ismi Wardani,"pelayanannya oke, lokasinya strategis, baristanya ramah, rasanya konsisten
Makanan: 5…
Lainnya",5 bintang
Anggy Dhamayanti,"Favorit bgt beli kopi disini, pelayanannya juga cepet + ramah. Mantap pokonya mah👍🏻 …
Makanan:…
Lainnya",5 bintang
Deya Apriyani,"Rasanya selalu konsisten, baristanya ramah dan helpfull bgt, pokonya langganan di ruko ceger best bgttttt Lainnya",5 bintang
Vina Noviyanti,"Karyawan nya ramah, pelayanan nya ga lelet .. enak dahh pkok nya
Jenis pesanan…
Lainnya",5 bintang
Muhinda Yasa Arindra Barana Dya,"Enak bgt buat belajar atau nongkrong. Pelayanannya juga super ramah. Minus belum ada musholanya aja, selebihnya bintang limaa. Lainnya",5 bintang
Nia Ismail,"Mohon maap racikan cabang ceger kurang mantep di banding toko lain, pesen large 4, dan semuanya adem kopinya kurang berasa 🥱 …",2 bintang
Dana Novita,Hari Kamis 12 maret pesen menu baru yg collab sama igun. Dua Shoot OG aren. Harusnya pake cu yg cute itu kann. Sengaja beli ken cup nya lucuk. Malah cuma dikasih pake tempat plastiknya doang. Rasa kopinya pun cenderung mirip sama kenangan mantan. Bedanya? Beda nama doang. Lainnya,2 bintang
zul khaidir,"Outlet ini masih baru. Jadi jangan heran jika ulasannya masih sedikit. Outlet ini memiliki mushollah, ruang ber-AC, serta ruang merokok. Staf mereka juga ramah dan membantu.",5 bintang
Rinaldi Surya,"Kopi enak dengan harga terjangkau, tempat nyaman dengan wifi gratis. Cocok untuk nongkrong bareng keluarga atau orang terkasih. Lokasi di Pondok Aren atau Ceger di Pitamangu Timur, sebelah Holland Bakery. Tidak jauh dari Harmony Swalayan dan kompleks perumahan Pondok Pitamangu Indah. Lainnya",5 bintang
The Student,"Makanan dan pelayanannya bagus, tetapi perlu beberapa perbaikan pada dekorasi interior. Beberapa tanaman di dinding mungkin akan membuat lingkungan lebih teduh. Lainnya",5 bintang
Robi Barmawanto,"Kopi latte panas adalah minuman favorit saya.
Makanan: 5…
Lainnya",5 bintang
Nita Indah Lestari,,4 bintang
Is,"Tempat yang bagus untuk minum kopi cepat.
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Isthiqomah Damayanti,"Teh hijau Thailand terbaik
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Rifky Dezan Mayasha,"Goku
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Asa Lintang Zahirah,,3 bintang
HantuLaut,,5 bintang
BW “PikaShou”,,5 bintang
Fikri Backup04,,5 bintang
Suryo Hastomo,,5 bintang
Heris,,5 bintang
fireblade,,5 bintang
Ainun Najib,,5 bintang
Siyah Samronie,,5 bintang
Febby Fitriani,Bagus,5 bintang
Nabila,,5 bintang
Ferris Zulfa Ibrahim,,5 bintang
Muhammad Izhar,,5 bintang
andy laksana,,5 bintang
04_Atsiilah Nisriinaa,,5 bintang
Bayu Tirta Gatu Prtama,,5 bintang
Medeline Gabriel Ullo,,5 bintang
Master Belasting,,5 bintang
Rida Febriani,,5 bintang
Ria Fadilah,,5 bintang
Aprilian Alvin,,1 bintang
Babar akbar,,4 bintang
Arimbi ayu Lismiaty,,5 bintang
diar lousma,,5 bintang
Tannya,,5 bintang
Intan Permatasari,,5 bintang
desiie indriyani,,1 bintang
Murni Asmi,,4 bintang
Ahmad Miqdad,,5 bintang
Naufal Akbar,,4 bintang
Nadiel Haidar88@gmail.com Nadiel Haidar88@gmail.com,,5 bintang
Mariska Maharani,,5 bintang
Vian Aldi,,3 bintang
imam sujudi,,5 bintang
Reza,,5 bintang
windi Camalla,,5 bintang
Karim Asfahani,,5 bintang
Nepi Ariyanto,,5 bintang
Bayu Wicaksono,,5 bintang
Arsih Aryani,,5 bintang
Fadhla Azriyah,,5 bintang
Riana Soeryo,,4 bintang
Matalih Artala,,5 bintang
TIGA FASHION,,5 bintang
Bramantio Adi,,5 bintang
dian key,,2 bintang
Anissa Evarians,,5 bintang
Afifah Nur Cahyani,Pelayanan luar biasa dan staf yang membantu. Mereka sangat informatif tentang produk mereka dan lokasinya bersih. Lainnya,5 bintang
Chairul Fachrijal,,5 bintang
Enny Setyorini,,5 bintang
yss gua,,5 bintang
Bennedict Aryo,,5 bintang
nugie sesar,,5 bintang
Dahlia Dahlia,,5 bintang
Henry Dennis,,5 bintang
Xmpty,,5 bintang
QnA “CassieLearnsToFly” Kitchen,,4 bintang
Piggy Mizz,,5 bintang
Yanuar Harefa,,5 bintang
Hammam Al Hashfi,,5 bintang
Rismayanti Abdillah,,5 bintang
aleeya channel,,5 bintang
Sunan Sudrajat,,5 bintang
