Nama Pengulas,Ulasan,Rating
Syau Kat,Baguslah,5 bintang
arsya muhammad khairullah,,5 bintang
Burhan Udin,Cepat,5 bintang
Rusdan Rasyid,Nyaman,5 bintang
Sinaryo Nyotowijoyo,"Kopi favorit
Makanan: 5
Layanan:…
Lainnya",5 bintang
Ferdinand Siahaan,"Mantabz keren
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Tjoen Darmansyah,,4 bintang
Noerachman Saleh,"Mantap
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Bunda Ditha,"Cepat dan ramah servicenya. Ditambah lagi buka 24 jam❤️
Jenis pesanan
Ba…
Lainnya",5 bintang
T_T,"Lama bener jadi kopi nya, lamaan nunggu kopi jadi daripada ngabisin nya
Makanan: 1…
Lainnya",1 bintang
Ressa Marshella Tiasana,"tolong dong kebersihan tempat duduk di ruang ac di tingkatkan, setiap saya duduk di kursi rotan selalu gatel gatel, dan benar ternyata ada kutu busuknya pas saya cek",1 bintang
Sitinuha,"Tempat duduk nya diatas, ada yang ac dan non ac, enak bgt buat nongkrong, skripsian atau wfa.
Krn self service, jadi better pesen dl dibawah baru keatas buat duduk ya. … Lainnya",5 bintang
Komang Tri,"pelayanannya kurang banget, bilang aturan dari awal tidak menerima cash.",1 bintang
Adam Septiana,"Pesanan lama banget ... Staff banyak sibuk maen HP sendiri... Padahal cman 1 minuman setengah jam , gak ada yg antri juga Lainnya",1 bintang
jakarta hidayat88,"Harga fair gak mahal amat. Pilihan menu lumayan, jenis kopi juga oke. Lalu disini open space shg cocok buat yg merokok sambil meeting. Lupa lihat apakah ada stop kontak buat kerja dg laptop Lainnya",5 bintang
deva amalia,"tolong dong servicenya ditingkatkan lg, khususnya DriveThru, saya udh bel 2x baristanya pura2 ga liat muka saya, pelayanannya lama, klo bisa staffnya ditambah biar bisa handle khusus Drivethru dan Dine in, thanks Lainnya",1 bintang
Sana Subhi Ramadlona,"Buka 24 jam
Makanan: 5
Layanan:…
Lainnya",5 bintang
Dewangga Abel Rizki,Kamar mandi nya gak bersih,1 bintang
Putra Fathan Al Barru,pelayanan nya lama banget.udah nunggu 1 jam ternyata belum dibuatin dan keduluan sama yg baru dateng. Lainnya,2 bintang
Muhammad Ridwan Syahbana,"andalan kalo mau ngopi hemat
Makanan: 5…
Lainnya",5 bintang
Swastika Nohara,"Kopi kenangan standar, layanan cepat untuk es kopi sederhana dan roti panggang.
Ini tempat duduk semi-outdoor. Tanpa AC. Jadi, panas dan gerah di siang hari. Lainnya",5 bintang
Arie Himawan,"Tempat ngopi yang strategis dan nyaman di RC Veteran Street, cocok untuk bertemu atau beristirahat saat tidak bekerja di kantor. Tersedia layanan drive-thru dan makan di tempat. Tempat parkir terbatas, hanya muat kurang dari 5 mobil. Lainnya",4 bintang
Fadhlu R Adli,"Satu-satunya layanan drive-thru di area ini, jelas favorit kami. Pesanan cepat, pelayanan cepat, mantap. Lainnya",5 bintang
Lucas Suryanata,"Saya mengunjungi tempat ini saat pembukaan perdananya. Ini adalah gerai Kopi Kenangan pertama yang menggunakan tenaga surya dan memiliki layanan drive-thru, menyajikan setiap cangkir kopi dengan tenaga matahari! Tempatnya nyaman dan … Lainnya",5 bintang
raihan rasyidi,"Kopi gula aren yang sangat enak untuk menemani perjalanan para pengemudi, dengan cita rasa berkualitas baik. Lainnya",4 bintang
Abdr Rahman Saputra,"Tempat yang bagus untuk bersantai atau istirahat setelah bekerja, mereka juga buka 24 jam. Luar biasa Lainnya",5 bintang
Rahmad,"Layanan drive-thru Kopi Kenangan sangat cepat—saya memesan Americano dan selesai dalam waktu kurang dari 2 menit. Kecepatan yang sangat mengesankan, terutama saat membeli kopi sebelum berangkat ke kantor. Lainnya",5 bintang
Yudo Budi Pramono,"Ini adalah kedai kopi yang buka 24 jam untuk makan di tempat dan layanan drive-thru. Tempat yang bagus untuk bersantai sejenak. Sayangnya, tempat parkirnya hanya untuk 3 mobil dan tidak ada koneksi wifi. Lainnya",4 bintang
Suprapti Bintari,"Toko ini mudah dan cepat dikunjungi jika Anda sedang terburu-buru. Kopinya juga enak, rasanya kuat, dan Anda bisa mengatur kadar gulanya.",5 bintang
Dann Sander,"Lokasi yang bagus untuk bertemu dengan teman-teman... mudah ditemukan, tetapi parkir akan menjadi masalah karena ruangnya sangat terbatas... Lainnya",4 bintang
Alya Zahra,👍🏻👍🏻👍🏻 …,5 bintang
Bhanu W,"Saya menggunakan drive thru tetapi staf tidak menyadari bahwa saya ada di sana 40 detik yang lalu, minumannya enak. Lainnya",4 bintang
Dr. Karim,Lumayan untuk kedai kopi di luar ruangan. Semua staf sangat ramah. Croissant cokelatnya enak sekali. Lainnya,4 bintang
Mila Amelia,"Tempat terbaik yang pernah ada, semua stafnya baik & Damario barista sempurna yang pernah saya lihat 👍🏻 … Lainnya",5 bintang
Donny Lo,"Kadang-kadang ketika ada banyak pesanan, staf bekerja sedikit lebih lama, jadi harap perhatikan hal itu. Lainnya",4 bintang
Gayani Scheigal,"Saya selalu memesan kopi di sini, harganya terjangkau, lokasinya strategis.
Jenis pesanan…
Lainnya",4 bintang
Karfianda Suryoutoro,"Bagus
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
izet izf,"Ambil kopimu atau kamu akan jatuh sakit di seberang jalan... jangan serius... bercanda 😄 …
Jenis pesan…
Lainnya",3 bintang
Lucky Martiano,"Ah, jangan bangun.
Jenis pesanan
Bawa pulang…
Lainnya",1 bintang
Trayasrindra,"Cocok untuk minuman murah.
Makanan: 5…
Lainnya",5 bintang
Jazva Sketcher,"Lebih baik dari Starbucks di sebelahnya.
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Ramananda Praditya Turangan,"Cocok untuk dibawa pulang dengan cepat sebelum dan/atau setelah jam kerja...
Jenis pesanan…
Lainnya",5 bintang
Nyven,"👍 …
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Es Wee,"Layanan lambat untuk drive thru
Makanan: 5…
Lainnya",3 bintang
Arf Rahman,"Mudah mendapatkan kopi melalui layanan drive-thru.
Jenis pesanan
Bawa pu…
Lainnya",5 bintang
JSA S,Tampaknya kekurangan staf tetapi kopinya sepadan dengan waktu tunggunya,5 bintang
Abdul Azis,"Atas
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Rudwan Wahidy,"Mereka harus meningkatkan layanan pemesanan.
Makanan: 5…
Lainnya",3 bintang
Jamal Abdnasir,"Oke ko
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Jill Vals,"Teh Thailand cukup enak...
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Fajar Dewantara,Cukup lama,4 bintang
Nurlella,,5 bintang
Dicky Wargadinata,"Kopi yang enak dengan harga terjangkau.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Dhiya Fissilmie,"sudah berapa lama ini bekerja
Layanan: 1…
Lainnya",1 bintang
Jonathan David,"Rasanya enak, pelayanan cepat.",5 bintang
mohamad soleh,"Tempat yang bagus untuk NGOPI2...
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Rusdi Marpaung,"Oke, minum",4 bintang
Hades_review_corner Motovlog,,5 bintang
Bonita Martasia,,5 bintang
"Nur Achyari, LC","Kopi yang enak.
Makanan: 5
Layanan:…
Lainnya",5 bintang
Aufar Putra Ramadhan,"mencubit
Makanan: 5
Layanan:…
Lainnya",5 bintang
Olav tutuarima,,5 bintang
khozainul muna,,5 bintang
Azi Zantoyo,,5 bintang
Irwan Bahar,,5 bintang
Evi Salvianda,,5 bintang
Dadagwahyu Yogosejati,,5 bintang
PAH POH,Ntap,5 bintang
FitzySatria,,5 bintang
Egaara Gaara,,4 bintang
Nadiel Haidar88@gmail.com Nadiel Haidar88@gmail.com,,5 bintang
Xx Xx,Tempatku,5 bintang
Stefanus Aryo,,5 bintang
Boss Putra,cafemantapdjiwa.pmg,5 bintang
Andy Sunariwayanto,,5 bintang
Tito Dimas,"Nyaman
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
slametpur ismoyo,,5 bintang
Rais Baiguna,"Kopi enak untuk dibawa pulang
Makanan: 5…
Lainnya",5 bintang
Nawinda Febriani,,5 bintang
rudi rahmadi,"👍😊 …
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Sahamta Pandia,"Sederhana
Makanan: 5
Layanan:…
Lainnya",5 bintang
paul souhuwat,"Beberapa perbaikan diperlukan
Makanan: 4…
Lainnya",4 bintang
Dan World,Kopi Cepat dan Enak,4 bintang
Rachmad Abdillah,,5 bintang
Jimi Piter,,5 bintang
Akira Taiga,,5 bintang
Kasam Cheko,,5 bintang
Stefanus Dwisapto,,4 bintang
Epoy Autoshop channel,,5 bintang
Cavern Jaya,,5 bintang
Grass G,,5 bintang
Anifah,,5 bintang
Zainal Abidin (ALLAY),,5 bintang
Iqra Lewenussa,,5 bintang
Nadindra Arviadzra Subhan,,5 bintang
Mul Yono,,5 bintang
Ardi Riyanto,,5 bintang
cak cuk,,3 bintang
Henry R,,5 bintang
Fany Yoga,,5 bintang
Mari CRM,,5 bintang
Dwi Trapsila,,5 bintang
virka ariestika,,5 bintang
vobbo ibb,,4 bintang
widiana sari,,1 bintang
Sentot Wicaksono,,4 bintang
skema att,,5 bintang
chairul 在籍者 s,,5 bintang
Diana Maulidyna,,4 bintang
Suharman Larante,,4 bintang
adi kasep,,4 bintang
Yakobus Yossy Darmawan,,4 bintang
Iis Dahlia,,5 bintang
Wahyudi Yoedi41,,5 bintang
Bony Hudi,,5 bintang
Rezky Cahya Kharisma,,5 bintang
Mochamad Farrel Aris Pratama,,5 bintang
Adi Lee Kwan Gee,,5 bintang
Ray Farandi,,4 bintang
Zuliawati,,4 bintang
Dnd 07,,4 bintang
Ferlito Sabaruddin,,5 bintang
Mita Harto,,4 bintang
Siap Tempur,,5 bintang
Napoleon FerryTV,,5 bintang
Andi Andi,,5 bintang
Pono Rogo,,5 bintang
Wulan Novia,,5 bintang
hanung kuncoroyogo,,5 bintang
Laila Mas'ud,,5 bintang
aska bumi yundita,,5 bintang
ignas santoso,,5 bintang
indra yonatan,,5 bintang
rifan rifansyah,,5 bintang
mumu kenz,,5 bintang
Amir Udin,,4 bintang
Nur Alam Dahlan,,5 bintang
mishya rafmina,,5 bintang
Mishya Rafmina,,5 bintang
mirna lusiani,,5 bintang
GIVANO putra,,5 bintang
Danu Budianto,,3 bintang
Dede Ramadhan,,5 bintang
Sari Rahmawati,,4 bintang
Moch Rafa Abyasa Masra,,5 bintang
Ayah Hanan,,5 bintang
A N,,5 bintang
Siti Dewi,,5 bintang
Dwi Adithya Thahir,,5 bintang
Boy Darmawan,,4 bintang
Aulia Salsabilla Rasyid,,5 bintang
devi kamayanthi,,5 bintang
Putri Saputri,,5 bintang
Supendi,,5 bintang
Shafa Ramadhani,,5 bintang
Ibat Harahap,,5 bintang
Nijam Mulqi,,5 bintang
Adrian Djanegara,,4 bintang
Ramadhani de,,4 bintang
Resihan,,5 bintang
Arbet's Channel,,5 bintang
CH,,5 bintang
Joris S,,4 bintang
Hendry Winfield Wang,,5 bintang
Nicky Chandra,,5 bintang
Andika Yulianto,,5 bintang
ridwan lubis,,4 bintang
eneng risda (Nanda),,5 bintang
Putri Nadhila,,5 bintang
M Maaruf,,5 bintang
Ilse Tangkudung,,4 bintang
Prasetya Bayu,,5 bintang
ARRIJAL #ijalnightmare12,,5 bintang
ardi yudha anugerah ibrahim,,5 bintang
Budi Hardjanto,,5 bintang
Tommy Prasetiyo,,4 bintang
pasukan berani mati,,5 bintang
Andri Ridwan,,3 bintang
pesona alamanda dekorasi,,3 bintang
Aris Pamuji,,5 bintang
Han Jr,,5 bintang
Bons project,,5 bintang
Ranny Febriani,,5 bintang
Saut Hutapea SIC,,5 bintang
Chintony Junior Akbar,,5 bintang
Chelle Diaz,,5 bintang
Getalifenator,,5 bintang
Rahmat s,,4 bintang
Meidril Masyafril,,5 bintang
David Alinurdin,,5 bintang
Aditya Sofyan,,5 bintang
Rizky Muhammad,,4 bintang
Susanto,,5 bintang
maria lo,,4 bintang
Nurhani Safitri,,5 bintang
Babar akbar,,4 bintang
Daenk Ria,,5 bintang
Fachrizal Achyani,,5 bintang
Imam Mashudi,,4 bintang
Mardi Santoso,,4 bintang
doddy priambodo winoto,,4 bintang
Lukman Aziz,,5 bintang
ryan Gauloises,,4 bintang
Lili Zahar,,4 bintang
Frezha Kurniawan Bratama,,5 bintang
imam sujudi,,5 bintang
Bramantio Adi,,5 bintang
Febri Supit,,5 bintang
Andry Yansyah,,5 bintang
Aulia R Edward,,5 bintang
Achmad Rinnaldy,,4 bintang
Hadi Sartanu,,5 bintang
Bagus Sub,,4 bintang
Gian Perkasa,,4 bintang
Haris Laing,,4 bintang
Giri Hesnawan,,4 bintang
daniyyah damar,,5 bintang
Efrilia Zahra,,4 bintang
Rossa Qotrun Nada,,5 bintang
Ariansyah Ryan23,,5 bintang
Ega Irfandi,,5 bintang
Yusuf Azmi,,5 bintang
Fahri Bagol,,5 bintang
Serly yuni,,5 bintang
Irma Vania Rahma,,5 bintang
Dayat C,,4 bintang
Rafly Safadanu,,5 bintang
Jarot Suparmanto,,5 bintang
William Liu,,5 bintang
Mila Novianna,,5 bintang
Havit Meriscon,,5 bintang
Marcha Nurliana Kartakusuma,,5 bintang
ihsan JM,,5 bintang
Dino Nurcahyo,,5 bintang
Febrian Prambudi,,4 bintang
Herry Maharius,,5 bintang
Aditya Prabawa Tan,,5 bintang
Harko Wicaksono,,5 bintang
Honda Pcx160,,5 bintang
Neny Susanty,,5 bintang
bizt satriani,,5 bintang
Muhammad Rahmani,,4 bintang
Agustinus Prastowo,,5 bintang
Hanna Tan,,5 bintang
Sofyan Rivai,"Sekadar pengalihan perhatian
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
dzakyraihan putra,,5 bintang
Sabila Novi,,4 bintang
Reza Dwi,,5 bintang
Panji Trilaksana,,5 bintang
Nazwa Irfa Arintia,,5 bintang
Hendi saputra Haloho,,5 bintang
MiQi Sisterhood,,5 bintang
Foroza Lorenza,,5 bintang
Carolino Benedicto,,5 bintang
Muhammad Aprisaa,,5 bintang
Daeng Basa',,4 bintang
Istian Subhan Hakim Subhan Hakim,,5 bintang
zul adam,,3 bintang
Rowdy Fatha,,5 bintang
Andri A,,5 bintang
abDoel channel,,5 bintang
Noviazzalears,,4 bintang
Agus Suranto,,5 bintang
radenmas pi007,,1 bintang
Madi Madi,,5 bintang
Imam Muhammad Jainuri,,5 bintang
Roby Indra,,3 bintang
Lipet Lulu,,5 bintang
A Three,,5 bintang
Mardi Santoso,,5 bintang
Muhammad yasir Fath'hull adzim,,5 bintang
Rahmat Triyadi,,5 bintang
SURYA NANDA,,5 bintang
ririn andriyani,,5 bintang
Diyah Arum,,5 bintang
Mika,,5 bintang
Fikriyyah Aulia,,5 bintang
Anwar Haryono,,5 bintang
Channel Kosong,,5 bintang
taufan arfiansyah,,5 bintang
Anisa Martiana,,4 bintang
Yessy Yasmine,,3 bintang
Snack Truck,,5 bintang
Quedi Zata,,5 bintang
Adzkar Dhiyaulhaq,,4 bintang
Teatrika Rachimawan,,3 bintang
Aditya Raffi Nugraha,,5 bintang
Andry Irawan,,5 bintang
Teguh Rahayu,,1 bintang
Yosep Dani Putro,,5 bintang
Denny,,4 bintang
Renaldo Sjukri,,5 bintang
Andoyo Hartoyo,,5 bintang
Lucky Corleone,,5 bintang
Mirtya Alfatasari,,5 bintang
Dadang Pirlana,,5 bintang
adnan r10,,5 bintang
bayu krisna,,5 bintang
Septiana Ribka,,5 bintang
Saeful Bahri,,5 bintang
kesya endayani,,5 bintang
Adrie Purnawan,,5 bintang
Erwin Madiun,,5 bintang
nasum bayudin,,5 bintang
Muhammad Rizki,,5 bintang
Muhammad Asyrafi,,5 bintang
Yoga Ade Darmawan,,5 bintang
Babay Suhaimi,,4 bintang
Pri Pribadi,,5 bintang
dilla ardasy,,3 bintang
gede nugroho,,1 bintang
