Nama Pengulas,Ulasan,Rating
Satrya Dita Alqorny,"Tempat ngopi dan wfc yang nyaman
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
lulu althaf,"barista yg tinggi berkacamata ganteng sekali
Makanan: 5…
Lainnya",5 bintang
Virelords,"Rada lama nyiapin pesanan, maklum tempat rame juga sih
Makanan: 4…
Lainnya",4 bintang
emelda efendi,"Belum 24 jam
Makanan: 5
Layanan:…
Lainnya",5 bintang
ameee,"cowo yg tinggi pake kacamata ganteng
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Khaerudin Din,Sayang sdh tutup total.,5 bintang
Rachmat Tahyudin,tempatny enaak buat nongss,5 bintang
Regan Manggala26,"syahdu bat enak
Makanan: 5
Layanan:…
Lainnya",5 bintang
amelia putri,"barista nya kacamata cantik
Jenis pesanan
Pesan antar…
Lainnya",5 bintang
jek parker,"barista asik dan kocak
Makanan: 5
Layanan:…
Lainnya",5 bintang
Ayokk,"Baristanya lucu
Makanan: 5
Layanan:…
Lainnya",5 bintang
gracelynonchalant,"tempatnya nyaman, aesthetic, adem, pelayanannya juga besttt
Makanan: 5…
Lainnya",5 bintang
Dony Sharon,"Sebagai salah satu pengguna kartu XL Pascabayar, koneksi internet di lokasi cukup stabil di jaringan 5G.
Penasaran dengan koneksi internet dari kafe ini saya request wifi gratis yang … Lainnya",1 bintang
RIA FANI,"tempat nya comfyy bgt ❤️❤️❤️
Makanan: 5…
Lainnya",5 bintang
diva septiana,"kak adlin baik dan pelayanannya bagus, ramah banget 👍🏻👍🏻 …
Makanan: 5…
Lainnya",5 bintang
Noname Aja,"kopken di sawah besar sangat nyaman untuk belajar dengan tenang, dan pelayanan nya sangat baik
Makanan:…
Lainnya",5 bintang
nathania olinda,"tempatnya selalu rame.. pokokonya enak dijadikan tempat nongkii
Makanan: 5…
Lainnya",5 bintang
Steven Kosasih,"tempatnya bagus, nyaman, ac yang dingin sehingga membuat saya nyaman mengerjakan tugas disini terutama dibagian kasir pelayanannya ramah-ramah Lainnya",5 bintang
Dark Avenger,"kopi kenangan yang paling enak tempat nya emang disini doang dahh, nyamann bangett. kopinyaa enak bangett top Lainnya",5 bintang
Fauzan Abdurrahman,"Beli creamy aren latte dikasihnya malah  creamy latte, gula arennya kaga dikasih
hadeuh, mau balik lagi ongkos, saya beli lagi nih liat di kopken lain sebagai pembanding, klo memang dikasih sirup ga kyk gtu warnanya Lainnya",1 bintang
Daffa Putra Maliki,"Tempatnya enak banget bjir, 24 jam juga dingin and smoking areanya nyaman bgttt, servicenya juga oke ramah semua baristanya Lainnya",5 bintang
Tiara Abel Maheswari,"tempatnya enak, cozy bangett apalagi buat belajar. baristanya yg cowo itu ramah, kamar mandi juga luar bgtt Lainnya",5 bintang
Raykhandaffa Pratama,"barista nya ramah’ tempat nya nyamann
Makanan: 5…
Lainnya",5 bintang
Akmarina Fg,"nyaman tmpt nya
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Wildan Catur,"nyaman pelayanannya cepet dan ramah
Makanan: 5…
Lainnya",5 bintang
Putri Pramesti,"Tempatnya bersih,rapi,wangi jugaa
Pelayanannya bagus gercepp,sukakkk semuanyaaa🫰 …
Makanan: 5…
Lainnya",5 bintang
Azra Nayla,"suananya baguss dan layanan nya sangat ramah
Jenis pesanan
Makan di temp…
Lainnya",5 bintang
Sendal Bakiak,"Pas LG rame barista nya cuma 2..cwe yg jadi kasir yg kacamata berhijab pendek,kaga ada etika nya,udh antri lama,gw bilang makasih aja kaga nyaut,merengutt aja..biasa KLO beli yg jadi barista sama kasir nya cwo2 ramah2 tuh,malah cwe yg tomboy yg ramah, Lainnya",1 bintang
Kamil Rahman,"Pelayanan cepat , barista ramah, tempatnya enak banget bersih
Makanan: 5…
Lainnya",5 bintang
MuhammadGibran Daka,"ac nya dingin suy musik nya gedein dikit
Makanan: 5…
Lainnya",5 bintang
fazlurrahmanaza24,"tempatnya nyaman, sajian cepat
Makanan: 5…
Lainnya",5 bintang
Muhammad Fadhil Wathani,"Tempat nya asyik dan nyaman
Makanan: 5…
Lainnya",5 bintang
AZRIEL BAGAS,"enakk nugass disinii tempat nya luas, adem
Makanan: 5…
Lainnya",5 bintang
Wahid Azzam,"tempat nya sangat nyaman untuk belajar, outdoor room nyaa sangat nyaman sekali terimakasih
Makanan:…
Lainnya",5 bintang
Muhammad Rafa Ahzar,"ditambahkan stop kontaknya di setiap bangku
Makanan: 5…
Lainnya",5 bintang
Muhammad Fathir Ramadhan,"tempatnya comfy bangt buat nugas atau sekedar chill dan hang out bareng temenn‼️‼️
Makanan: 5…
Lainnya",5 bintang
ijad ibrahim,"tempatnya enak and nyaman sih ini
Makanan: 5…
Lainnya",5 bintang
Revina Pebriyanti,"NYAMAN BANGET HEHEHEHE
Makanan: 5
Layanan:…
Lainnya",5 bintang
Intan Seftiany,"ENAK BANGET KOPI KENANGAN RUKO SAWAH BESAR DIA ADA MUSHOLA ADA ,SMOOKING AREA , AC NYA DINGIN BANGET NO PERES , banyak yg komplen tukang parkir nya rese🤔 ah ga ah baek ko si babehnya uy …. Ni tempat paling enak buat nugas kumpul sama temen temen 😍😍😍. BESTT DEHH SUKSES SELALU KOPKEN SAWAH BESAR … Lainnya",5 bintang
Theresia Sabrina Wulandari,"enakk woi tp ac nya dingin bener jdi pen tidur
Makanan: 5…
Lainnya",5 bintang
Fiersya,"tempatnya enak buat nongkrong dan nyaman
Makanan: 5…
Lainnya",5 bintang
Aleysia Diora,"tempat ternyaman buat ngerjain tugas sekolah, tiap ngerjain tugas selalu kesini krna nyaman poll, saran saya bisa dibuatkan menu makanan berat jangan cuma roti saja Lainnya",5 bintang
Wulan agustina,"tempatnya worth it banget, nyaman buat ngerjain tugas disini
Jenis pesanan…
Lainnya",5 bintang
Anisa dhiya,"Dari segi pelayanan okee banget, nyaman dan tenang. Tingkat dua juga dan tersedia outdoor maupun indoornya. Tersedia Mushola untuk yang ingin ibadah. Okeee dehhh banget, keren!!!! Lainnya",5 bintang
Shofi Chaizarani,"baru pertama kali kesini tempatnya oke bgt, area indoor dan outdoor nya bener' nyaman. ada mushola nya juga, jd klo buat yg mau beribadah bisa bgtt Lainnya",5 bintang
dinda fbrynti,Tempatnya bersih dan juga dingin,5 bintang
Evelin Fransiska N,"Dear Kopken,
Ingin memberi saran perihal toiletnya, cukuppp mengecewakan ya wkkwk. overall sih good ya. sangat memperhatikan keinginan konsumen dan mengikuti trend, dalam … Lainnya",5 bintang
Elis Wulan,"pelayanannya ramah banget, tempatnya rapi
Makanan: 5…
Lainnya",5 bintang
Tiwi,"Suka sama pelayanan cabang ini, pegawainya ramah ramah pelayanannya juga cepet🥰😘😘😘 …
Jenis pesanan…
Lainnya",5 bintang
Fadilah Agustin,"tempatnya nyaman bgt, tempat fav juga buat nugas karna deket dari rumah dan 24 jam!!
Makanan: …
Lainnya",5 bintang
Hasan Maulana,"pelayanan nya sat set, dan ramah baristanya
Layanan: 5…
Lainnya",5 bintang
Krisna Setiawati,"bagusss bangett tempatnyaaa, nyamannn
Makanan: 5…
Lainnya",5 bintang
Farel Athallah,"pelayanannya ramah ramah, baristanya juga asik asik
Jenis pesanan
Makan …
Lainnya",5 bintang
inviora mediterania,"pelayanan ramahh menunya juga enakk
Makanan: 5…
Lainnya",5 bintang
Dezi Darmawan,"Tempatnya luas, pelayanannya ramah, baristanya murah senyum ga jutek
Makanan: 5…
Lainnya",5 bintang
Veintitrés 23,"tempat nya nyaman banget ac dingin outdoor atas bawah enak buat ngerokok dingin, tumbler juga lengkap Lainnya",5 bintang
airasaputri,"tempat nyaman, pelayanan oke, karyawan juga baik banget, tapi tukang parkir nya bad attitude banget, hari ini kamis 7 mei sehabis nyari PKL saya dn teman2 nongkrong dikopken sawah besar, mau parkir motor tp penuh pdhl org bolak balik kuar … Lainnya",1 bintang
FAZHILLA ALLANA RIBBYANCHA,"tempatnya luas dan nyaman banget, cocok buat kerjain tugas. wifi kencang dan banyak stopkontak. croissant milo enak banget guysss. pelayanan ramah dan cepat",5 bintang
Dhaniel Perdana,"Mantap
Tarif per orang
Rp 50–75 rb…
Lainnya",4 bintang
Agieza Hafisha yusan,"TUKANG PARKIRNYA TIDAK SOPAN DAN KURANG MEMBANTU!!!
Makanan: 5…
Lainnya",1 bintang
Jabbar Kamal,"tempat nya nyaman
Jenis makanan
Lainnya…
Lainnya",5 bintang
ARTILA DEA,"staff yg namanya ka prass baikk sekalii
Makanan: 5…
Lainnya",5 bintang
Stiven. F,"tempat paling pw kalo bingung mau kmn
Makanan: 5…
Lainnya",5 bintang
Aprilian Yanti,"Ramah pelayanannya makanan cukup enak harga wort it dan tempat nya enak buat nongkrong
Makanan:…
Lainnya",5 bintang
Beweee Ch,Hadeh,3 bintang
kia kai,"Outlet Kopi Kenangan terdekat dari rumah, jadi lumayan sering WFC di sini. Overall nyaman banget karena baristanya ramah, area indoor bersih, AC dingin, dan WC juga bersih (walaupun kadang stok tisunya habis). Plus ada mushola juga, jadi … Lainnya",4 bintang
Samantha Tualena,"Bukan cuman tempat nya yang oke, asik, plus nyaman banget, tapi pegawainya juga ramah dan informatif. Suka banget nongki disini🤍 … Lainnya",5 bintang
Vlaudine Lovely,"baguss banget tempatnya, makanan nya juga enak pelayanan nya cukup baguss
Makanan: 5…
Lainnya",5 bintang
Arella Abigail,keren,5 bintang
Theresia Verlitta Putri,"Tempatnya asik banget jujurr
Makanan: 5…
Lainnya",5 bintang
gilang pangestu,"Mantap pelayananya
Makanan: 5
Layanan:…
Lainnya",5 bintang
Rifki Nugroho,"tempat nya enak buat nongrong,luas jugaa free wifii enak banget pelayanan nya juga ramahh selalu rame bestt banget kopi nyaa juga selalu enakk🫰🏻🫰🏻 …",5 bintang
Rere Keysha,"pegawainya ramah' tempatnya juga nyaman banget
Makanan: 5…
Lainnya",5 bintang
siti azizah,"tempatnyaa nyaman dan enak buat nongkrong
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
sumarnah dirman,"Barista nya ganteng baik wangi yang namanya Kamil
Toko nya adem luas nyaman
Makanan: 5…
Lainnya",5 bintang
Sherin Nada,"Barista nya ramah baik
Tempat nya nyaman luas bersih adem
Pelayanan nya bagus
Makanan: 5…
Lainnya",5 bintang
Fahrul Rozi,"Pelayanan barista yang ramah, menjelaskan dengan detail padahal order tengah malam. … Lainnya",5 bintang
Bryan Shearer,"Tempat nyaman dan barista nya ramah
Makanan: 5…
Lainnya",5 bintang
Stevandro Darell,"tempatnya enak bersih
Makanan: 5
Layanan:…
Lainnya",5 bintang
ohara wolker,"tempat nya cozy dan baristanya ramah”
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Elena,"tempatnya luas, pelayananya juga cepat, pegawainya ramah2
Makanan: 5…
Lainnya",5 bintang
Salshabila,"Pesan pastry lewat aplikasi dan pembayaran sudah selesai ditunggu-tunggu belum dipanggil-panggil, waktu ditanyakan ternyata sudah jadi tapi pesanan tidak komplit dan ternyata sudah sold tetapi di sistem aplikasi belum diperbaharui, harusnya … Lainnya",3 bintang
Berto Silaban,"Tempat nya bagus dan barista nya ramah ramah semua
Makanan: 5…
Lainnya",5 bintang
Nauval Alfan Fachrizal,"tempatnya asik
Makanan: 5
Layanan:…
Lainnya",5 bintang
Yopi A,"pelayanan baikk. mantappp
Makanan: 5…
Lainnya",5 bintang
Nizan Fadillah,"cocok untuk nongkrong, mungkin buat saya suasananya terlalu ramai
Makanan: 5…
Lainnya",5 bintang
Mr. Wen,Itu coba barista yg cowo di training lagi. Payah kerja nya. Lelet abis. Ga trlalu rame tapi hampir 30 mnt tungguin minuman saya. Kalo yg cewe kerja lebih gesit. Payah yang cowo!!! Lainnya,4 bintang
Aqila Malaika .A,"Mba nya jutek, saya sama temen2 saya sampe kapok mau Dateng kesini lagi. Jgn cuma gara2 saya sama tmen saya bayarnya pake tiktok biar dapet diskon ya. Tapi sama yg lain ramah karena bayarnya gak pake diskon. Lainnya",1 bintang
